"Name","TID","InfoTID","SWF","ExportName","ExportNameConstruction","BuildResource","BuildCost","RequiredExpLevel","MaxCount","Width","Height","PassableSubtilesAtEdge","Icon","BaseGfx","ExportNameBase","IsRed","NotInShop","BPReward","VillageType","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","LightsOn","DecoPath","ActiveEffect","ActiveEffectDelay","NationalFlag","RequiredTownHallLevel","UseObjectBottomLayer","IsFadedAndPassableInCombat","IdleSelection","IdleAnimStart","IdleAnimEnd","IdleAnimType","TapAnimStart","TapAnimEnd","TapEffect","PreviewStart","PreviewEnd","AttackLabel"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","message_06_start","message_06_end","Deco LNY25 Tap Cookies",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","message_07_start","message_07_end","Deco LNY25 Tap Cookies",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","message_08_start","message_08_end","Deco LNY25 Tap Cookies",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","message_09_start","message_09_end","Deco LNY25 Tap Cookies",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","message_10_start","message_10_end","Deco LNY25 Tap Cookies",,,
"Military_2025_super_deco_range","TID_DECO_MILITARY_2025_SUPERDECO_RANGE",,"sc/buildings.sc","Shooting_range",,"Diamonds",500,,1,3,3,1,,,"deco_goblinpole_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE","Tap","idle_start","idle_end","PlayOnce","hit_01_start","hit_01_end","Deco Military Tap GoblinRange 01","hit_01_start","hit_08_end",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","hit_02_start","hit_02_end","Deco Military Tap GoblinRange 02",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","hit_03_start","hit_03_end","Deco Military Tap GoblinRange 03",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","hit_04_start","hit_04_end","Deco Military Tap GoblinRange 04",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","hit_05_start","hit_05_end","Deco Military Tap GoblinRange 05",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","hit_06_start","hit_06_end","Deco Military Tap GoblinRange 06",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","hit_07_start","hit_07_end","Deco Military Tap GoblinRange 07",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","hit_08_start","hit_08_end","Deco Military Tap GoblinRange 08",,,
"April_2025_completion_deco","TID_DECO_APRIL_2025",,"sc/april25.sc","april25_event_building",,"Diamonds",500,,1,2,2,1,,,"deco_goblinpole_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE",,,,,,,,,,
"April_2025_goblins_deco","TID_DECO_APRIL_GOBLINS_2025",,"sc/april25.sc","apr25_hv_deco_goblin_2x2",,"Diamonds",500,,1,2,2,1,,,"deco_goblinpole_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE",,,,,,,,,,
"April_2025_coc_giant_deco","TID_DECO_COC_GIANT_2025",,"sc/april25.sc","apr25_hv_deco_giant_2x2",,"Diamonds",500,,1,2,2,1,,,"deco_goblinpole_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE",,,,,,,,,,
"Deco_AQ_PouringStatue","TID_CREATOR_FOUNTAIN_DECO",,"sc/buildings.sc","community_deco_AQ_pouringstatue_2x2",,"Diamonds",500,,1,2,2,1,,1,"deco_goblinpole_base",,"TRUE",,,,,,,,,,,,,,,,"TRUE","Tap","idle_start","idle_end","PlayOnce","click_start","click_end","Deco_Tap_CreatorFountain",,,
"April_2025_super_deco","TID_DECO_APRIL_2025_SUPERDECO",,"sc/april25.sc","apr2025_superdeco_spinwheel_3x3",,"Diamonds",500,,1,3,3,1,,,"deco_goblinpole_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE","Tap","idle","idle","PlayOnce","click_01_start","click_01_end","Deco Tap Apr25_Wheel 05","click_01_start","click_08_end",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle","idle","PlayOnce","click_02_start","click_02_end","Deco Tap Apr25_Wheel 06",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle","idle","PlayOnce","click_03_start","click_03_end","Deco Tap Apr25_Wheel 07",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle","idle","PlayOnce","click_04_start","click_04_end","Deco Tap Apr25_Wheel 08",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle","idle","PlayOnce","click_05_start","click_05_end","Deco Tap Apr25_Wheel 01",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle","idle","PlayOnce","click_06_start","click_06_end","Deco Tap Apr25_Wheel 02",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle","idle","PlayOnce","click_07_start","click_07_end","Deco Tap Apr25_Wheel 03",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle","idle","PlayOnce","click_08_start","click_08_end","Deco Tap Apr25_Wheel 04",,,
"Japan_2025_deco","TID_DECO_JAPAN_2025",,"sc/buildings.sc","japan_deco_shinto_shrine_2x2",,"Diamonds",500,,1,2,2,1,,,"deco_goblinpole_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE",,,,,,,,,,
"DarkDays_2025_super_deco","TID_DECO_DARKDAYS_2025_SUPERDECO",,"sc/buildings.sc","darkdays_superdeco_3x3",,"Diamonds",500,,1,3,3,1,,,"deco_goblinpole_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE","Tap","idle_start","idle_end","PlayOnce","click_01_start","click_01_end","Deco_Tap_DarkDays_Piano_01","click_01_start","click_02_end",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","click_02_start","click_02_end","Deco_Tap_DarkDays_Piano_02",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","click_03_start","click_03_end","Deco_Tap_DarkDays_Piano_03",,,
"Darkdays_2025_completion_deco","TID_DECO_DARKDAYS_2025",,"sc/buildings.sc","darkdays_eventbuilding_elixirtruck_2x2",,"Diamonds",500,,1,2,2,1,,,"deco_goblinpole_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE",,,,,,,,,,
"Clasharama_frozen_wizard_hv_deco","TID_DECO_CLASHARAMA_FROZEN_WIZARD_2025",,"sc/buildings.sc","clasharama_frozen_wizard_hv_deco_2x2",,"Diamonds",500,,1,2,2,1,,,"deco_goblinpole_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE",,,,,,,,,,
"clasharama_ep01_super_deco","TID_DECO_CLASHARAMA_EP01_SUPERDECO",,"sc/buildings.sc","clasharama_superdeco_giantcarving_3x3",,"Diamonds",500,,1,3,3,1,,1,"statue_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE","Tap","idle_start","idle_end","PlayOnce","tap_start_01","tap_end_01","Deco_Tap_Clasharama_Sculpture","tap_start_01","tap_end_01",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","tap_start_02","tap_end_02","Deco_Tap_Clasharama_Sculpture",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","tap_start_03","tap_end_03","Deco_Tap_Clasharama_Sculpture",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","tap_start_04","tap_end_04","Deco_Tap_Clasharama_Sculpture",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","tap_start_05","tap_end_05","Deco_Tap_Clasharama_Sculpture",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","tap_start_06","tap_end_06","Deco_Tap_Clasharama_Sculpture",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"idle_start","idle_end","PlayOnce","tap_start_07","tap_end_07","Deco_Tap_Clasharama_Sculpture",,,
"clasharama_ep02_super_deco_paint","TID_DECO_CLASHARAMA_EP02_SUPERDECO_PAINT",,"sc/buildings.sc","clasharama_superdeco_paint_3x3",,"Diamonds",500,,1,3,3,1,,,"statue_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE","Tap","tap_end_01","tap_end_01","PlayOnce","tap_start_01","tap_end_01","Deco_Tap_Clasharama_Painting_01_Dragon","preview_start","preview_end",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_02","tap_end_02","PlayOnce","tap_start_02","tap_end_02","Deco_Tap_Clasharama_Painting_03_Builder",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_03","tap_end_03","PlayOnce","tap_start_03","tap_end_03","Deco_Tap_Clasharama_Painting_02_Pekka",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_04","tap_end_04","PlayOnce","tap_start_04","tap_end_04","Deco_Tap_Clasharama_Painting_04_Tree",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_05","tap_end_05","PlayOnce","tap_start_05","tap_end_05","Deco_Tap_Clasharama_Painting_01_Dragon",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_06","tap_end_06","PlayOnce","tap_start_06","tap_end_06","Deco_Tap_Clasharama_Painting_03_Builder",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_07","tap_end_07","PlayOnce","tap_start_07","tap_end_07","Deco_Tap_Clasharama_Painting_02_Pekka",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_08","tap_end_08","PlayOnce","tap_start_08","tap_end_08","Deco_Tap_Clasharama_Painting_04_Tree",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_09","tap_end_09","PlayOnce","tap_start_09","tap_end_09","Deco_Tap_Clasharama_Painting_01_Dragon",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_10","tap_end_10","PlayOnce","tap_start_10","tap_end_10","Deco_Tap_Clasharama_Painting_01_Dragon",,,
"CyberClash_superdeco_holoprojector","TID_DECO_CYBERCLASH_HOLOPROJECTOR",,"sc/buildings.sc","cyberpunk_superdeco_mpsales_3x3",,"Diamonds",500,,1,3,3,1,,,"deco_goblinpole_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE","Tap","tap_end_13","tap_end_13","Loop","tap_start_13","tap_end_13","Deco_Tap_Cyberpunk_Hologram_01","tap_start_13","tap_end_13",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_01","tap_end_01","Loop","tap_start_01","tap_end_01","Deco_Tap_Cyberpunk_Hologram_02",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_02","tap_end_02","Loop","tap_start_02","tap_end_02","Deco_Tap_Cyberpunk_Hologram_03",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_03","tap_end_03","Loop","tap_start_03","tap_end_03","Deco_Tap_Cyberpunk_Hologram_04",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_04","tap_end_04","Loop","tap_start_04","tap_end_04","Deco_Tap_Cyberpunk_Hologram_02",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_05","tap_end_05","Loop","tap_start_05","tap_end_05","Deco_Tap_Cyberpunk_Hologram_03",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_06","tap_end_06","Loop","tap_start_06","tap_end_06","Deco_Tap_Cyberpunk_Hologram_04",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_07","tap_end_07","Loop","tap_start_07","tap_end_07","Deco_Tap_Cyberpunk_Hologram_02",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_08","tap_end_08","Loop","tap_start_08","tap_end_08","Deco_Tap_Cyberpunk_Hologram_03",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_09","tap_end_09","Loop","tap_start_09","tap_end_09","Deco_Tap_Cyberpunk_Hologram_04",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_10","tap_end_10","Loop","tap_start_10","tap_end_10","Deco_Tap_Cyberpunk_Hologram_02",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_11","tap_end_11","Loop","tap_start_11","tap_end_11","Deco_Tap_Cyberpunk_Hologram_03",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tap_end_12","tap_end_12","Loop","tap_start_12","tap_end_12","Deco_Tap_Cyberpunk_Hologram_04",,,
"CLASHARAMA_SODASTAND_DECO","TID_DECO_CLASHARAMA_SODASTAND_2025",,"sc/buildings.sc","clasharama_eventbuilding_sodastand_2x2",,"Diamonds",500,,1,2,2,1,,,"deco_goblinpole_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE",,,,,,,,,,
"CLASHARAMA_TABLE_DECO","TID_DECO_CLASHARAMA_TABLE_2025",,"sc/buildings.sc","clasharama_eventbuilding_table_2x2",,"Diamonds",500,,1,2,2,1,,,"deco_goblinpole_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE",,,,,,,,,,
"COMMUNITY_CROWN_AND_SWORD_DECO","TID_DECO_COMMUNITY_CROWN_AND_SWORD",,"sc/buildings.sc","community_deco_crown_and_sword_2x2",,"Diamonds",500,,1,2,2,1,,,"deco_goblinpole_base",,"TRUE","TRUE",,,,,,,,,,,,,,,"TRUE",,,,,,,,,,
