"Name","Character","IsDefaultSkin","EnabledByCalendar","TID","Icon","Geometry","Texture","NormalMap","MaterialMap","EmissionMap","SWF","SWFTextureExportName","Animation","AltAnimation","CameraDistance","ViewportWidth","ViewportHeight","CelebrateSfx","CelebrateSfxVolume","DeployEffect","AttackEffect","AttackEffect2","AttackEffectAlt","AttackEffect2Alt","HitEffect","DieEffect","AbilityTriggerEffect","AbilityEffect","AbilityActivationEffect","AbilityHitEffect","SkinChangeEffect","ParticleEffect3D","AbilityEffect3D","GunBone","ShadowBone","ProjectileVis","RageProjectileVis","AbilityProjectileVis","SpawnedTroopAnimation","Environment","EnvironmentMenu","EnvironmentWardrobe","MakeCreator","ShadowScale","Tier","ThemeIcon","ThemeTID","ThemeYear","FeatureCustomModel","FeatureCustomTextures","FeatureCustomAnimations","FeatureCustomEffects","FeatureCustomSounds","FeatureCustomVoiceovers","FeatureCustomUnits","FeatureExtraAnimations","FeatureExtraEffects","FeatureExtraSounds","ShadowSWF","ShadowExportName","ShadowAlpha","OutlineSize","PortraitCameraPosition","PortraitCameraLookAt","PortraitCameraFov","PortraitCameraDefaultModelRotation","PortraitCameraArmyScreenFovAdd","PortraitCameraArmyScreenAltitudeChange","PortraitCameraInfoScreenFovAdd","PortraitCameraInfoScreenAltitudeChange","UseMenuPoseInPortrait","BloomStrength","BloomThreshold"
"JungleQueen","Archer Queen","FALSE","FALSE","TID_JUNGLE_QUEEN","image/skin_icons/aq_jungle_dl_opt.sctx","sc3d/archerqueen_jungle_geo_dl_opt.glb","sc3d/archerqueen_jungle_a_dl_opt.sctx","sc3d/archerqueen_jungle_n_dl_opt.sctx","sc3d/archerqueen_jungle_m_dl_opt.sctx",,,,"ArcherQueenJungleSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"arrow_bow_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;1550;0",30,55,10,-275,19,-100,"FALSE",20,100
"PartyQueen","Archer Queen","FALSE","FALSE","TID_PARTY_QUEEN","image/skin_icons/aq_party_dl_opt.sctx","sc3d/archerqueen_party_geo_dl_opt.glb","sc3d/archerqueen_party_a_dl_opt.sctx","sc3d/archerqueen_party_n_dl_opt.sctx","sc3d/archerqueen_party_m_dl_opt.sctx",,,,"ArcherQueenPartySkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,,"hips_s","ArcherQueenParty_arrow","ArcherQueenParty_arrow_rage","ArcherQueenParty_arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD","image/theme_icons/party_icon_dl_opt.sctx","TID_SKIN_THEME_ANNIVERSARY",2021,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-50;1550;0",30,55,11,-300,17,-100,"FALSE",20,100
"ChampionQueen","Archer Queen","FALSE","FALSE","TID_CHAMPION_QUEEN","image/skin_icons/aq_champion_dl_opt.sctx","sc3d/archerqueen_champion_geo_dl_opt.glb","sc3d/archerqueen_champion_a_dl_opt.sctx","sc3d/archerqueen_champion_n_dl_opt.sctx","sc3d/archerqueen_champion_m_dl_opt.sctx",,,,"ArcherQueenChampionSkin",,10000,225,225,,,"Champion Queen Spawn Effect Offset","Champion Queen Attack",,,,"Champion Queen hit","Archer Queen Die","Champion Queen Ability Effect",,,,"Champion Queen Spawn Effect",,,"arrow_s","hips_s","ArcherQueenChamp arrow","ArcherQueenChamp arrow rage","ArcherQueenChamp arrow","ArcherChamp","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY","image/theme_icons/champion_icon_dl_opt.sctx","TID_SKIN_THEME_WORLDS",2021,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-50;1700;0",30,55,12,-325,22,-100,"FALSE",20,100
"ShadowQueen","Archer Queen","FALSE","FALSE","TID_SHADOW_QUEEN","image/skin_icons/aq_dark_dl_opt.sctx","sc3d/archerqueen_dark_geo_dl_opt.glb","sc3d/archerqueen_dark_a_dl_opt.sctx","sc3d/archerqueen_dark_n_dl_opt.sctx","sc3d/archerqueen_dark_m_dl_opt.sctx",,,,"ArcherQueenDarkSkin",,10000,225,225,,,"Archer Queen Deploy","DAQ Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"arrow_01_s","hips_s","ArcherQueenDark arrow","ArcherQueenDark arrow rage","ArcherQueenDark arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-50;1700;0",30,55,11,-400,17,-200,"FALSE",20,100
"MinerQueen","Archer Queen","FALSE","FALSE","TID_MINER_QUEEN","image/skin_icons/aq_miner_dl_opt.sctx","sc3d/archerqueen_miner_geo_dl_opt.glb","sc3d/archerqueen_miner_a_dl_opt.sctx","sc3d/archerqueen_miner_n_dl_opt.sctx","sc3d/archerqueen_miner_m_dl_opt.sctx",,,,"ArcherQueenMinerSkin",,10000,225,225,,,"Miner Queen Deploy","Miner Queen Attack",,,,"Miner Queen Hit","Miner Queen Die","Miner Queen Ability Effect",,,,,,,"bomb_s","hips_s","ArcherQueenMiner arrow","ArcherQueenMiner arrow rage","ArcherQueenMiner arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;1550;0",30,55,11,-400,19,-50,"FALSE",20,100
"SummerQueen","Archer Queen","FALSE","FALSE","TID_SUMMER_QUEEN","image/skin_icons/aq_summer_dl_opt.sctx","sc3d/archerqueen_summer_geo_dl_opt.glb","sc3d/archerqueen_summer_a_dl_opt.sctx","sc3d/archerqueen_summer_n_dl_opt.sctx","sc3d/archerqueen_summer_m_dl_opt.sctx",,,,"ArcherQueenSummerSkin",,10000,225,225,,,"Summer Queen Deploy","Summer Queen Attack",,,,"Summer Queen Hit","Summer Queen Die","Summer Queen Ability Effect",,,,,,,"weaponArrow_s","hips_s","ArcherQueenSummer_arrow","ArcherQueenSummer arrow rage","ArcherQueenSummer_arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;1550;0",30,55,10,-400,17,-100,"FALSE",20,100
"PixelQueen","Archer Queen","FALSE","FALSE","TID_PIXEL_QUEEN","image/skin_icons/aq_pixel_dl_opt.sctx","sc3d/archerqueen_pixel_geo_dl_opt.glb","sc3d/archerqueen_pixel_a_dl_opt.sctx",,"sc3d/archerqueen_pixel_m_dl_opt.sctx","sc3d/archerqueen_pixel_a_dl_opt.sctx",,,"ArcherQueenPixelSkin",,10000,225,225,,,"Pixel Queen Deploy Effect","Pixel Queen Attack",,,,"Pixel Queen Hit","Pixel Queen Die","Pixel Queen Ability Effect",,,,,,,"R_weapon_01_s","hips_s","ArcherQueenPixel_arrow","ArcherQueenPixel arrow rage","ArcherQueenPixel_arrow","ArcherPixel","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;4800","-50;1600;0",30,55,15,-500,19,250,"FALSE",20,100
"SpookyQueen","Archer Queen","FALSE","FALSE","TID_SPOOKY_QUEEN","image/skin_icons/aq_spooky_dl_opt.sctx","sc3d/archerqueen_spooky_geo_dl_opt.glb","sc3d/archerqueen_spooky_a_dl_opt.sctx","sc3d/archerqueen_spooky_n_dl_opt.sctx","sc3d/archerqueen_spooky_m_dl_opt.sctx",,,,"ArcherQueenSpookySkin",,10000,225,225,,,"AQ_Spooky_Deploy","AQ_Spooky_Atk_Mute",,,,,"AQ_Spooky_Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","100;1550;0",30,55,10,-400,17,-100,"FALSE",20,100
"TH15Queen","Archer Queen","FALSE","FALSE","TID_TH15_QUEEN","image/skin_icons/aq_magic_dl_opt.sctx","sc3d/archerqueen_th15_geo_dl_opt.glb","sc3d/archerqueen_th15_a_dl_opt.sctx","sc3d/archerqueen_th15_n_dl_opt.sctx","sc3d/archerqueen_th15_m_dl_opt.sctx","sc3d/archerqueen_th15_e_dl_opt.sctx",,,"ArcherQueenTH15Skin",,10000,225,225,,,"TH15 AQ Dep","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenTH15_arrow","ArcherQueenTH15 arrow rage","ArcherQueenTH15_arrow","ArcherMagic","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-50;1550;0",30,55,11,-400,17,-100,"FALSE",20,100
"JollyQueen","Archer Queen","FALSE","FALSE","TID_JOLLY_QUEEN","image/skin_icons/aq_jolly_dl_opt.sctx","sc3d/archerqueen_jolly_geo_dl_opt.glb","sc3d/archerqueen_jolly_a_dl_opt.sctx","sc3d/archerqueen_jolly_n_dl_opt.sctx","sc3d/archerqueen_jolly_m_dl_opt.sctx",,,,"ArcherQueenJollySkin",,10000,225,225,,,"Archer Queen Deploy",,,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenJolly_arrow","ArcherQueenJolly arrow rage","ArcherQueenJolly_arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;1550;0",30,55,11,-375,17,-100,"FALSE",20,100
"DarkAgesQueen","Archer Queen","FALSE","FALSE","TID_DARKAGES_QUEEN","image/skin_icons/aq_darkages_dl_opt.sctx","sc3d/archerqueen_darkages_geo_dl_opt.glb","sc3d/archerqueen_darkages_a_dl_opt.sctx","sc3d/archerqueen_darkages_n_dl_opt.sctx","sc3d/archerqueen_darkages_m_dl_opt.sctx",,,,"ArcherQueenDarkAgesSkin",,10000,225,225,,,"Archer Queen Deploy",,,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenDarkAges_arrow","ArcherQueenDarkAges arrow rage","ArcherQueenDarkAges_arrow","ArcherDarkAges","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-75;1550;0",30,55,10,-400,17,-100,"FALSE",20,100
"JollyWarden","Grand Warden","FALSE","FALSE","TID_JOLLY_WARDEN","image/skin_icons/gw_jolly_dl_opt.sctx","sc3d/grandwarden_jolly_geo_dl_opt.glb","sc3d/grandwarden_jolly_a_dl_opt.sctx","sc3d/grandwarden_jolly_n_dl_opt.sctx","sc3d/grandwarden_jolly_m_dl_opt.sctx",,,,"GrandWardenJollySkin","GrandWardenFlyJollySkin",10000,225,225,,,"Jolly Warden Deploy","JollyWarden Attack",,"JollyWarden Attack Air",,,"Grand Warden Die",,,,,,,,"staff_fx_jnt","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","0;1700;0",30,55,10,-350,19,-100,"FALSE",20,100
"WarriorWarden","Grand Warden","FALSE","FALSE","TID_WARRIOR_WARDEN","image/skin_icons/gw_warrior_dl_opt.sctx","sc3d/grandwarden_warrior_geo_dl_opt.glb","sc3d/grandwarden_warrior_a_dl_opt.sctx","sc3d/grandwarden_warrior_n_dl_opt.sctx","sc3d/grandwarden_warrior_m_dl_opt.sctx",,,,"GrandWardenWarriorSkin","GrandWardenFlyWarriorSkin",10000,225,225,,,"WarriorWarden Deploy","WarriorWarden Attack",,"WarriorWarden Attack2",,,"Grand Warden Die",,,,,,,,"weaponj2_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","0;1700;0",30,55,10,-350,21,-200,"FALSE",20,100
"ShadowWarden","Grand Warden","FALSE","FALSE","TID_SHADOW_WARDEN","image/skin_icons/gw_shadow_dl_opt.sctx","sc3d/grandwarden_dark_geo_dl_opt.glb","sc3d/grandwarden_dark_a_dl_opt.sctx","sc3d/grandwarden_dark_n_dl_opt.sctx","sc3d/grandwarden_dark_m_dl_opt.sctx","sc3d/grandwarden_dark_e_dl_opt.sctx",,,"GrandWardenShadowSkin","GrandWardenFlyShadowSkin",10000,225,225,,,"Shadow Warden Deploy","Shadow Warden Attack",,"Shadow Warden Attack Air",,"Shadow Warden Hit","Shadow Warden Die","Shadow Warden Shield",,,,,,,"staff_head_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","0;1700;0",30,45,10,-350,31,0,"FALSE",20,100
"SummerWarden","Grand Warden","FALSE","FALSE","TID_SUMMER_WARDEN","image/skin_icons/gw_summer_dl_opt.sctx","sc3d/grandwarden_summer_geo_dl_opt.glb","sc3d/grandwarden_summer_a_dl_opt.sctx","sc3d/grandwarden_summer_n_dl_opt.sctx","sc3d/grandwarden_summer_m_dl_opt.sctx",,,,"GrandWardenSummerSkin","GrandWardenFlySummerSkin",10000,225,225,,,"Summer Warden Deploy","Summer Warden Attack",,"Summer Warden Attack Air",,"Summer Warden Hit","Summer Warden Die","Summer Warden Ability Effect",,,,,,,"megaphone_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","-50;1700;0",30,55,10,-350,14,-350,"FALSE",20,100
"PixelWarden","Grand Warden","FALSE","FALSE","TID_PIXEL_WARDEN","image/skin_icons/gw_pixel_dl_opt.sctx","sc3d/grandwarden_pixel_geo_dl_opt.glb","sc3d/grandwarden_pixel_a_dl_opt.sctx",,"sc3d/grandwarden_pixel_m_dl_opt.sctx","sc3d/grandwarden_pixel_a_dl_opt.sctx",,,"GrandWardenPixelSkin","GrandWardenFlyPixelSkin",10000,225,225,,,"Pixel Warden Spawn Effect","Pixel Warden Attack",,"Pixel Warden Attack Air",,"Pixel Warden Hit","Pixel Warden Die","Pixel Warden Ability Effect",,,,,,,"R_weapon_01_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;4800","-100;1600;0",30,55,15,-550,24,225,"FALSE",20,100
"ChampionWarden","Grand Warden","FALSE","FALSE","TID_CHAMP_WARDEN","image/skin_icons/gw_champion_dl_opt.sctx","sc3d/grandwarden_champ_geo_dl_opt.glb","sc3d/grandwarden_champ_a_dl_opt.sctx","sc3d/grandwarden_champ_n_dl_opt.sctx","sc3d/grandwarden_champ_m_dl_opt.sctx","sc3d/grandwarden_champ_e_dl_opt.sctx",,,"GrandWardenChampSkin","GrandWardenFlyChampSkin",10000,225,225,,,"GrandwardenChamp Spawn Effect Offset","Champion Warden Attack",,"Champion Warden Attack Air",,"Shadow Warden Hit","Shadow Warden Die","Shadow Warden Shield",,,,,,,"bulb_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY","image/theme_icons/champion_icon_dl_opt.sctx","TID_SKIN_THEME_WORLDS",2022,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","50;1700;0",30,55,10,-400,17,-200,"FALSE",20,100
"TH15Warden","Grand Warden","FALSE","FALSE","TID_TH15_WARDEN","image/skin_icons/gw_magic_dl_opt.sctx","sc3d/grandwarden_th15_geo_dl_opt.glb","sc3d/grandwarden_th15_a_dl_opt.sctx","sc3d/grandwarden_th15_n_dl_opt.sctx","sc3d/grandwarden_th15_m_dl_opt.sctx","sc3d/grandwarden_th15_e_dl_opt.sctx",,,"GrandWardenTH15Skin","GrandWardenFlyTH15Skin",10000,225,225,,,"GrandWardenTH15Skin_Deploy_SFX","GrandWardenTH15Skin_AtkMute",,"GrandWardenTH15Skin_AtkMute_air",,"Magic Warden Hit","GrandWardenTH15Skin_Die_SFX","Magic Warden Ability Effect",,,,,,,"R_weapon_01_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","0;1700;0",30,55,10,-350,19,-100,"FALSE",20,100
"PainterWarden","Grand Warden","FALSE","FALSE","TID_PAINTER_WARDEN","image/skin_icons/gw_colorfest_dl_opt.sctx","sc3d/grandwarden_painter_geo_dl_opt.glb","sc3d/grandwarden_painter_a_dl_opt.sctx","sc3d/grandwarden_painter_n_dl_opt.sctx","sc3d/grandwarden_painter_m_dl_opt.sctx",,,,"GrandWardenPainterSkin","GrandWardenFlyPainterSkin",10000,225,225,,,"Painter Warden Spawn Effect","Painter Warden Attack",,"Painter Warden Attack Air",,"Shadow Warden Hit","Shadow Warden Die","Shadow Warden Shield",,,,,,,"R_weapon_01_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","0;1700;0",30,55,12,-400,16,-300,"FALSE",20,100
"DarkAgesWarden","Grand Warden","FALSE","FALSE","TID_DARKAGES_WARDEN","image/skin_icons/gw_darkages_dl_opt.sctx","sc3d/grandwarden_darkages_geo_dl_opt.glb","sc3d/grandwarden_darkages_a_dl_opt.sctx","sc3d/grandwarden_darkages_n_dl_opt.sctx","sc3d/grandwarden_darkages_m_dl_opt.sctx",,,,"GrandWardenDarkAgesSkin","GrandWardenFlyDarkAgesSkin",10000,225,225,,,"GrandWardenDarkAges_Deploy","GrandWardenDarkAges_Attack",,"GrandWardenDarkAges_Attack_Air",,"Shadow Warden Hit","Grand Warden Die",,,,,,,,"fx_mace_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","0;1700;0",30,55,10,-350,17,-200,"FALSE",20,100
"GhostWarden","Grand Warden","FALSE","FALSE","TID_GHOST_WARDEN","image/skin_icons/gw_ghost_dl_opt.sctx","sc3d/grandwarden_ghost_geo_dl_opt.glb","sc3d/grandwarden_ghost_a_dl_opt.sctx","sc3d/grandwarden_ghost_n_dl_opt.sctx","sc3d/grandwarden_ghost_m_dl_opt.sctx","sc3d/grandwarden_ghost_e_dl_opt.sctx",,,"GrandWardenGhostSkin","GrandWardenFlyGhostSkin",10000,225,225,,,"GrandWarden_Ghost_Deploy_SFX","GrandWarden Ghost Attack",,,,"GrandWarden Ghost Hit","Grand Warden Die",,,,,,,,"staff_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","-125;1700;0",30,55,10,-350,22,-100,"FALSE",20,100
"GoblinWarden","Grand Warden","FALSE","FALSE","TID_GOBLIN_WARDEN","image/skin_icons/gw_goblin_dl_opt.sctx","sc3d/grandwarden_goblin_geo_dl_opt.glb","sc3d/grandwarden_goblin_a_dl_opt.sctx","sc3d/grandwarden_goblin_n_dl_opt.sctx","sc3d/grandwarden_goblin_m_dl_opt.sctx",,,,"GrandWardenGoblinSkin","GrandWardenFlyGoblinSkin",10000,225,225,,,"GrandWarden_Goblin_Deploy_SFX","GrandWarden Goblin Attack",,"GrandWarden Goblin Attack Air",,"Grand Warden Goblin Hit","Grand Warden Die",,,,,,,,"Staff_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;4200","-120;1400;0",30,55,11,-350,26,750,"FALSE",20,100
"LeagueWarden","Grand Warden","FALSE","FALSE","TID_LEAGUE_WARDEN","image/skin_icons/gw_league_dl_opt.sctx","sc3d/grandwarden_league_geo_dl_opt.glb","sc3d/grandwarden_league_a_dl_opt.sctx","sc3d/grandwarden_league_n_dl_opt.sctx","sc3d/grandwarden_league_m_dl_opt.sctx","sc3d/grandwarden_league_e_dl_opt.sctx",,,"GrandWardenLeagueSkin","GrandWardenFlyLeagueSkin",10000,225,225,,,"GrandWarden League 2023 Deploy","GrandWarden League 2023 Attack",,"GrandWarden League 2023 Attack Air",,"GrandWarden League 2023 Hit","Grand Warden Die",,,,,,"grandwarden_league_staff_glow",,"fx_staff_jewel_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",,,,0,"0;1600;3800","-50;1700;0",30,55,10,-350,22,0,"FALSE",20,100
"PetLassiDefault","Barky","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/lassi_default_geo.glb","sc3d/lassi_01_a.sctx","sc3d/lassi_01_n.sctx","sc3d/lassi_01_m.sctx","sc3d/lassi_01_e.sctx",,,"PetLassiDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,105,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"PetYakDefault","Bulldozer","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/yak_default_geo.glb","sc3d/yak_default_a.sctx","sc3d/yak_default_n.sctx","sc3d/yak_default_m.sctx",,,,"PetYakDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,130,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"PetEowlDefault","Electrowl","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/electro_owl_default_geo.glb","sc3d/electro_owl_default_a.sctx","sc3d/electro_owl_default_n.sctx","sc3d/electro_owl_default_m.sctx","sc3d/electro_owl_default_e.sctx",,,"PetEowlDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,82,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"PetUnicornDefault","Unipony","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/unicorn_default_geo.glb","sc3d/unicorn_default_a.sctx","sc3d/unicorn_default_n.sctx","sc3d/unicorn_default_m.sctx","sc3d/unicorn_default_e.sctx",,,"PetUnicornDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,95,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"CapitalFlyingFortressDefault","Flying Fortress","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/flyingfortress_geo.glb","sc3d/flyingfortress_default_01_a.sctx","sc3d/flyingfortress_default_01_n.sctx","sc3d/flyingfortress_default_01_m.sctx",,,,"CapitalFlyingFortress",,9333,225,225,,,,,,,,,,,,,,,"flying_fortress_smoke",,"cannonEmitter_jnt",,,,,,"Default","DefaultMenu","DefaultWardrobe",,130,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"CapitalMountainGolemDefault","Mountain Golem","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/megagolem_geo.glb","sc3d/megagolem_default_01_a.sctx","sc3d/megagolem_default_01_n.sctx","sc3d/megagolem_default_01_m.sctx","sc3d/megagolem_default_01_e.sctx",,,"CapitalMountainGolem",,38667,225,225,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,250,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"TH15King","Barbarian King","FALSE","FALSE","TID_TH15_KING","image/skin_icons/bk_magic_dl_opt.sctx","sc3d/barbking_th15_geo_dl_opt.glb","sc3d/barbking_th15_a_dl_opt.sctx","sc3d/barbking_th15_n_dl_opt.sctx","sc3d/barbking_th15_m_dl_opt.sctx","sc3d/barbking_th15_e_dl_opt.sctx",,,"BarbarianKingTH15Skin",,10000,225,225,,,"TH15 BK Dep",,,,,,"Barbarian King Die","King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianMagic","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1700;3800","0;1800;0",30,55,15,-500,29,0,"FALSE",20,100
"DarkAgesKing","Barbarian King","FALSE","FALSE","TID_DARKAGES_KING","image/skin_icons/bk_darkages_dl_opt.sctx","sc3d/barbking_darkages_geo_dl_opt.glb","sc3d/barbking_darkages_a_dl_opt.sctx","sc3d/barbking_darkages_n_dl_opt.sctx","sc3d/barbking_darkages_m_dl_opt.sctx",,,,"BarbarianKingDarkAgesSkin",,10000,225,225,,,"BarbKingDarkAges_Deploy_SFX",,,,,,"Barbarian King Die","King Ability Effect",,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;4300","0;1800;0",30,55,16,-500,20,0,"FALSE",20,100
